dataset,seed,model,status,rows,features,target_0_count,target_1_count,train_rows,validation_rows,test_rows,train_positive_count,validation_positive_count,test_positive_count,learning_rate,iterations,threshold,threshold_score,training_time_seconds,prediction_time_seconds,accuracy,majority_baseline_accuracy,accuracy_gain_over_majority,balanced_accuracy,majority_recall,minority_recall,minority_precision,minority_f1,minority_error_rate,false_positive_rate,mcc,roc_auc,average_precision,tn,fp,fn,tp
df1,0,cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,96,20,33,0.01,1000,0.32676767676767676,0.16216216216216217,39.83433201798471,0.001690862001851201,0.9550827423167849,0.9609929078014184,-0.005910165484633523,0.6277535502627754,0.982779827798278,0.2727272727272727,0.391304347826087,0.32142857142857145,0.7272727272727273,0.017220172201722016,0.30418751203810607,0.7638003652763801,0.2622041269491544,799,14,24,9
df1,0,gaar_focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,96,20,33,0.01,1000,0.5,,57.161849951022305,0.001180744031444192,0.9408983451536643,0.9609929078014184,-0.02009456264775411,0.6494464944649446,0.965559655596556,0.3333333333333333,0.28205128205128205,0.3055555555555556,0.6666666666666666,0.03444034440344403,0.27596175605064194,0.7504565954750456,0.25882093140520224,785,28,22,11
df1,0,gaar_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,96,20,33,0.01,1000,0.8514141414141414,0.18181818181818182,54.02682411996648,0.0017402700032107532,0.9633569739952719,0.9609929078014184,0.0023640661938534313,0.6029855753102985,0.993849938499385,0.21212121212121213,0.5833333333333334,0.3111111111111111,0.7878787878787878,0.006150061500615006,0.3372368231570027,0.7443065339744307,0.24441179696708495,808,5,26,7
df1,0,focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,96,20,33,0.01,1000,0.3564646464646465,0.16,40.30210824898677,0.0009232029551640153,0.9326241134751773,0.9609929078014184,-0.028368794326241176,0.6306049424130605,0.958179581795818,0.30303030303030304,0.22727272727272727,0.2597402597402597,0.696969696969697,0.041820418204182044,0.2277604583057493,0.7530657124753066,0.25190824361821473,779,34,23,10
df1,0,gaar_focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,96,20,33,0.01,1000,0.6633333333333333,0.1935483870967742,58.68597602297086,0.0012099739979021251,0.9645390070921985,0.9609929078014184,0.0035460992907800915,0.6181370904618138,0.993849938499385,0.24242424242424243,0.6153846153846154,0.34782608695652173,0.7575757575757576,0.006150061500615006,0.371898419061646,0.7504565954750456,0.25882093140520224,808,5,25,8
df1,1,default,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,4.754576147010084,0.0011959249968640506,0.9680851063829787,0.9680851063829787,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6346945235834125,0.166250726854009,819,0,27,0
df1,1,gaar,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,20.323478450009134,0.0012229559943079948,0.9326241134751773,0.9680851063829787,-0.03546099290780147,0.6428571428571428,0.9523809523809523,0.3333333333333333,0.1875,0.24,0.6666666666666666,0.047619047619047616,0.21708695362691907,0.6995432550988107,0.16672958531274346,780,39,18,9
df1,1,focal_loss,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,4.612225306977052,0.0016915529849939048,0.9680851063829787,0.9680851063829787,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5977479310812644,0.0556190300095537,819,0,27,0
df1,1,f1_threshold,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.207979797979798,0.35,4.920824870001525,0.0013536710175685585,0.958628841607565,0.9680851063829787,-0.009456264775413725,0.6025641025641025,0.9829059829059829,0.2222222222222222,0.3,0.2553191489361702,0.7777777777777778,0.017094017094017096,0.23732538355445648,0.6346945235834125,0.166250726854009,805,14,21,6
df1,1,gaar_focal_loss,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,20.826819845999125,0.0009981539915315807,0.9314420803782506,0.9680851063829787,-0.03664302600472813,0.6601546601546602,0.9499389499389499,0.37037037037037035,0.19607843137254902,0.2564102564102564,0.6296296296296297,0.050061050061050064,0.23655098264033886,0.7212951657396102,0.18411104170707215,778,41,17,10
df1,1,gaar_f1_threshold,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.702929292929293,0.3783783783783784,20.829618863994256,0.0011455019703134894,0.958628841607565,0.9680851063829787,-0.009456264775413725,0.6025641025641025,0.9829059829059829,0.2222222222222222,0.3,0.2553191489361702,0.7777777777777778,0.017094017094017096,0.23732538355445648,0.6995432550988107,0.16672958531274346,805,14,21,6
df1,1,focal_loss_f1_threshold,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.3465656565656566,0.1643835616438356,5.178121189004742,0.0017541859997436404,0.9066193853427896,0.9680851063829787,-0.0614657210401891,0.5398860398860399,0.9316239316239316,0.14814814814814814,0.06666666666666667,0.09195402298850575,0.8518518518518519,0.06837606837606838,0.0546245471540047,0.5977479310812644,0.0556190300095537,763,56,23,4
df1,1,gaar_focal_loss_f1_threshold,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5544444444444444,0.42857142857142855,21.11747858999297,0.0027441299753263593,0.9479905437352246,0.9680851063829787,-0.02009456264775411,0.6149776149776149,0.9706959706959707,0.25925925925925924,0.22580645161290322,0.2413793103448276,0.7407407407407407,0.029304029304029304,0.215133217747246,0.7212951657396102,0.18411104170707215,795,24,20,7
df1,1,cagd,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,43.57858594995923,0.0012649440323002636,0.9609929078014184,0.9680851063829787,-0.007092198581560294,0.6037851037851039,0.9853479853479854,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.7777777777777778,0.014652014652014652,0.2528351387838887,0.6833084610862389,0.1921020593263471,807,12,21,6
df1,1,gaar_cagd,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,55.16005489503732,0.0012765159481205046,0.9468085106382979,0.9680851063829787,-0.021276595744680882,0.6680911680911681,0.9658119658119658,0.37037037037037035,0.2631578947368421,0.3076923076923077,0.6296296296296297,0.03418803418803419,0.28529965409320046,0.6991362546918103,0.1878416838084511,791,28,17,10
df1,1,focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,44.61665710399393,0.0022328869672492146,0.9657210401891253,0.9680851063829787,-0.0023640661938534313,0.5704110704110704,0.9926739926739927,0.14814814814814814,0.4,0.21621621621621623,0.8518518518518519,0.007326007326007326,0.2290296115808582,0.6996336996336996,0.1871136122960888,813,6,23,4
df1,1,cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.8316161616161616,0.37037037037037035,40.039762055967,0.0029783089994452894,0.966903073286052,0.9680851063829787,-0.0011820330969267712,0.5531135531135531,0.9951159951159951,0.1111111111111111,0.42857142857142855,0.17647058823529413,0.8888888888888888,0.004884004884004884,0.20612429506840788,0.6833084610862389,0.1921020593263471,815,4,24,3
df1,1,gaar_focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,100,22,27,0.01,1000,0.5,,53.51358002895722,0.0018534479895606637,0.9479905437352246,0.9680851063829787,-0.02009456264775411,0.7045177045177045,0.9645909645909646,0.4444444444444444,0.2926829268292683,0.35294117647058826,0.5555555555555556,0.03540903540903541,0.3348072622945584,0.7227422782978339,0.19679249993401318,790,29,15,12
