dataset,seed,model,status,rows,features,target_0_count,target_1_count,train_rows,validation_rows,test_rows,train_positive_count,validation_positive_count,test_positive_count,learning_rate,iterations,threshold,threshold_score,training_time_seconds,prediction_time_seconds,accuracy,majority_baseline_accuracy,accuracy_gain_over_majority,balanced_accuracy,majority_recall,minority_recall,minority_precision,minority_f1,minority_error_rate,false_positive_rate,mcc,roc_auc,average_precision,tn,fp,fn,tp
df1,18,gaar_focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,99,25,25,0.01,1000,0.5,,54.31468076701276,0.0009986920049414039,0.9621749408983451,0.9704491725768322,-0.008274231678487065,0.7866017052375152,0.9732034104750305,0.6,0.40540540540540543,0.4838709677419355,0.4,0.02679658952496955,0.47465190230803755,0.8112545676004872,0.45949165189937047,799,22,10,15
df1,18,gaar_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,99,25,25,0.01,1000,0.7524242424242424,0.2857142857142857,55.590892371023074,0.0008989499765448272,0.9787234042553191,0.9704491725768322,0.008274231678486954,0.717563946406821,0.9951278928136419,0.44,0.7333333333333333,0.55,0.56,0.0048721071863581,0.5583575141211071,0.795225334957369,0.47990409011457713,817,4,14,11
df1,18,focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,99,25,25,0.01,1000,0.43565656565656563,0.2702702702702703,40.10952074901434,0.0025277010281570256,0.9799054373522459,0.9704491725768322,0.009456264775413725,0.7181729598051158,0.9963459196102314,0.44,0.7857142857142857,0.5641025641025641,0.56,0.0036540803897685747,0.579224363547223,0.8120828258221681,0.4491233718231841,818,3,14,11
df1,18,gaar_focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,99,25,25,0.01,1000,0.5841414141414141,0.2702702702702703,55.02522789401701,0.003774541022721678,0.9716312056737588,0.9704491725768322,0.0011820330969266601,0.7139098660170524,0.9878197320341048,0.44,0.5238095238095238,0.4782608695652174,0.56,0.012180267965895249,0.4656566105005133,0.8112545676004872,0.45949165189937047,811,10,14,11
df1,19,default,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,5.362700685975142,0.001236721989698708,0.9633569739952719,0.9621749408983451,0.0011820330969267712,0.515625,1.0,0.03125,1.0,0.06060606060606061,0.96875,0.0,0.17350374720984554,0.6816262285012284,0.22566591152746646,814,0,31,1
df1,19,gaar,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,19.968826990982052,0.0016412569675594568,0.9432624113475178,0.9621749408983451,-0.01891252955082734,0.7003224815724816,0.9631449631449631,0.4375,0.3181818181818182,0.3684210526315789,0.5625,0.036855036855036855,0.34421782526050226,0.7663544226044227,0.41482076778184485,784,30,18,14
df1,19,focal_loss,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,5.216495753964409,0.0011355329770594835,0.9621749408983451,0.9621749408983451,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6468826781326781,0.0749866371346398,814,0,32,0
df1,19,f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.16838383838383839,0.23076923076923078,5.522790763992816,0.001437377999536693,0.9527186761229315,0.9621749408983451,-0.009456264775413614,0.6451934889434889,0.9778869778869779,0.3125,0.35714285714285715,0.3333333333333333,0.6875,0.022113022113022112,0.3096767931876044,0.6816262285012284,0.22566591152746646,796,18,22,10
df1,19,gaar_focal_loss,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,20.117025867977645,0.0009193530422635376,0.9349881796690307,0.9621749408983451,-0.027186761229314405,0.6960227272727273,0.9545454545454546,0.4375,0.27450980392156865,0.3373493975903614,0.5625,0.045454545454545456,0.314235294004321,0.7677364864864865,0.41023679160114046,777,37,18,14
df1,19,gaar_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5346464646464646,0.4,20.173093689023517,0.001781954022590071,0.9527186761229315,0.9621749408983451,-0.009456264775413614,0.6902257371007371,0.9742014742014742,0.40625,0.38235294117647056,0.3939393939393939,0.59375,0.025798525798525797,0.369546411792324,0.7663544226044227,0.41482076778184485,793,21,19,13
df1,19,focal_loss_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.3465656565656566,0.14925373134328357,5.22683501400752,0.0017114899819716811,0.9089834515366431,0.9621749408983451,-0.05319148936170204,0.5173909705159705,0.941031941031941,0.09375,0.058823529411764705,0.07228915662650602,0.90625,0.05896805896805897,0.027878689421064903,0.6468826781326781,0.0749866371346398,766,48,29,3
df1,19,gaar_focal_loss_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5346464646464646,0.42857142857142855,20.10222955001518,0.0009245190303772688,0.9598108747044918,0.9621749408983451,-0.0023640661938533203,0.6939112407862408,0.9815724815724816,0.40625,0.4642857142857143,0.43333333333333335,0.59375,0.018427518427518427,0.41358473886583547,0.7677364864864865,0.41023679160114046,799,15,19,13
df1,19,cagd,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,39.94341847702162,0.001057435991242528,0.9633569739952719,0.9621749408983451,0.0011820330969267712,0.6207002457002457,0.9914004914004914,0.25,0.5333333333333333,0.3404255319148936,0.75,0.0085995085995086,0.348962853896546,0.7943412162162162,0.3253269657008775,807,7,24,8
df1,19,gaar_cagd,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,54.9133145409869,0.0010066530085168779,0.9479905437352246,0.9621749408983451,-0.014184397163120477,0.6427364864864865,0.972972972972973,0.3125,0.3125,0.3125,0.6875,0.02702702702702703,0.28547297297297297,0.769387285012285,0.2886324009508004,792,22,22,10
df1,19,focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,40.369195304985624,0.0010190850007347763,0.9680851063829787,0.9621749408983451,0.005910165484633634,0.5931357493857494,0.9987714987714987,0.1875,0.8571428571428571,0.3076923076923077,0.8125,0.0012285012285012285,0.39228671446299357,0.7654714373464373,0.35168530085284166,813,1,26,6
df1,19,cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5049494949494949,0.4888888888888889,40.24025337403873,0.001294977031648159,0.9657210401891253,0.9621749408983451,0.0035460992907802025,0.6219287469287469,0.9938574938574939,0.25,0.6153846153846154,0.35555555555555557,0.75,0.006142506142506142,0.3782066153315936,0.7943412162162162,0.3253269657008775,809,5,24,8
df1,19,gaar_focal_loss_cagd,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.5,,55.011078656010795,0.0030846840236335993,0.9397163120567376,0.9621749408983451,-0.022458628841607542,0.668458230958231,0.961916461916462,0.375,0.27906976744186046,0.32,0.625,0.038083538083538086,0.29262903998078943,0.7788697788697788,0.31682237602868774,783,31,20,12
df1,19,gaar_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.7227272727272727,0.43478260869565216,55.26407110400032,0.0009837389807216823,0.958628841607565,0.9621749408983451,-0.0035460992907800915,0.5882217444717445,0.9889434889434889,0.1875,0.4,0.2553191489361702,0.8125,0.011056511056511056,0.25506254397400213,0.769387285012285,0.2886324009508004,805,9,26,6
df1,19,focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.47525252525252526,0.5,40.18594186299015,0.0009589460096322,0.9680851063829787,0.9621749408983451,0.005910165484633634,0.6081464987714988,0.9975429975429976,0.21875,0.7777777777777778,0.34146341463414637,0.78125,0.002457002457002457,0.4022033349620804,0.7654714373464373,0.35168530085284166,812,2,25,7
df1,19,gaar_focal_loss_cagd_f1_threshold,ok,4229,1617,4080,149,2706,677,846,93,24,32,0.01,1000,0.7623232323232323,0.4117647058823529,55.074240971996915,0.004404884006362408,0.9657210401891253,0.9621749408983451,0.0035460992907802025,0.5618857493857494,0.9987714987714987,0.125,0.8,0.21621621621621623,0.875,0.0012285012285012285,0.3080525736278508,0.7788697788697788,0.31682237602868774,813,1,28,4
df2,0,default,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,0.5957551100291312,0.00019352498929947615,0.8877338877338877,0.8565488565488566,0.03118503118503113,0.6750562825383425,0.9733009708737864,0.37681159420289856,0.7027027027027027,0.49056603773584906,0.6231884057971014,0.02669902912621359,0.46056242547609544,0.9077669902912622,0.5735731525990283,401,11,43,26
df2,0,gaar,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,1.8819983080029488,0.00022965599782764912,0.8981288981288982,0.8565488565488566,0.04158004158004158,0.8983044885324328,0.8980582524271845,0.8985507246376812,0.5961538461538461,0.7167630057803468,0.10144927536231885,0.10194174757281553,0.6783143500196925,0.9532503165892782,0.7538076528872485,370,42,7,62
df2,0,focal_loss,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,0.6116036419989541,0.00019705004524439573,0.841995841995842,0.8565488565488566,-0.01455301455301461,0.4975376389475165,0.9805825242718447,0.014492753623188406,0.1111111111111111,0.02564102564102564,0.9855072463768116,0.019417475728155338,-0.012739800531548995,0.8698466300830168,0.42785118956046597,404,8,68,1
df2,0,f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.32676767676767676,0.7162162162162162,0.5715939580113627,0.00021115201525390148,0.8814968814968815,0.8565488565488566,0.02494802494802495,0.7920711974110033,0.9174757281553398,0.6666666666666666,0.575,0.6174496644295302,0.3333333333333333,0.0825242718446602,0.5498885799750506,0.9077669902912622,0.5735731525990283,378,34,23,46
df2,0,gaar_focal_loss,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,1.7953625780064613,0.00021616998128592968,0.8378378378378378,0.8565488565488566,-0.018711018711018768,0.8691430983537357,0.8252427184466019,0.9130434782608695,0.4666666666666667,0.6176470588235294,0.08695652173913043,0.17475728155339806,0.5759608560080542,0.9284156465456592,0.6450982441262266,340,72,6,63
df2,0,gaar_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.693030303030303,0.8163265306122449,1.7738147290074266,0.00022143800742924213,0.9230769230769231,0.8565488565488566,0.06652806652806653,0.8404741803855353,0.9563106796116505,0.7246376811594203,0.7352941176470589,0.7299270072992701,0.2753623188405797,0.043689320388349516,0.6851061245749829,0.9532503165892782,0.7538076528872485,394,18,19,50
df2,0,focal_loss_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.39606060606060606,0.6473988439306358,0.6212010870222002,0.00020510301692411304,0.8253638253638254,0.8565488565488566,-0.031185031185031242,0.795500914591248,0.837378640776699,0.7536231884057971,0.4369747899159664,0.5531914893617021,0.2463768115942029,0.16262135922330098,0.4801027708727881,0.8698466300830168,0.42785118956046597,345,67,17,52
df2,0,gaar_focal_loss_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5742424242424242,0.7215189873417721,1.8023189889499918,0.0004384299973025918,0.8856548856548857,0.8565488565488566,0.029106029106029108,0.8005311664556072,0.9199029126213593,0.6811594202898551,0.5875,0.6308724832214765,0.3188405797101449,0.08009708737864078,0.5658163414448807,0.9284156465456592,0.6450982441262266,379,33,22,47
df2,0,cagd,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,3.57750654296251,0.0002266329829581082,0.9708939708939709,0.8565488565488566,0.1143451143451143,0.9347474321091882,0.9854368932038835,0.8840579710144928,0.9104477611940298,0.8970588235294118,0.11594202898550725,0.014563106796116505,0.8802430456256584,0.9955325735190657,0.9745226690196265,406,6,8,61
df2,0,gaar_cagd,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,4.643817501026206,0.00022913800785318017,0.9771309771309772,0.8565488565488566,0.12058212058212059,0.9685521317011397,0.9805825242718447,0.9565217391304348,0.8918918918918919,0.9230769230769231,0.043478260869565216,0.019417475728155338,0.9104330244190817,0.997150696496412,0.9852827139894544,404,8,3,66
df2,0,focal_loss_cagd,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,3.499032535008155,0.00035789201501756907,0.9397089397089398,0.8565488565488566,0.08316008316008316,0.8441501336710286,0.9781553398058253,0.7101449275362319,0.8448275862068966,0.7716535433070866,0.2898550724637681,0.021844660194174758,0.7409124817272814,0.9702406078514141,0.83978539947145,403,9,20,49
df2,0,cagd_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.19808080808080808,0.9290322580645162,3.454683891031891,0.00031269999453797936,0.9646569646569647,0.8565488565488566,0.10810810810810811,0.9733361474602504,0.9611650485436893,0.9855072463768116,0.8095238095238095,0.8888888888888888,0.014492753623188406,0.038834951456310676,0.8740533150672678,0.9955325735190657,0.9745226690196265,396,16,1,68
df2,0,gaar_focal_loss_cagd,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5,,4.6262527300277725,0.0002287119859829545,0.9480249480249481,0.8565488565488566,0.09147609147609148,0.9394962712818349,0.9514563106796117,0.927536231884058,0.7619047619047619,0.8366013071895425,0.07246376811594203,0.04854368932038835,0.8115652585055324,0.987195722527086,0.9288326758508004,392,20,5,64
df2,0,gaar_cagd_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.3564646464646465,0.9342105263157895,4.619627229985781,0.00026553304633125663,0.9688149688149689,0.8565488565488566,0.11226611226611227,0.9636977627691009,0.970873786407767,0.9565217391304348,0.8461538461538461,0.8979591836734694,0.043478260869565216,0.02912621359223301,0.8819385477822693,0.997150696496412,0.9852827139894544,400,12,3,66
df2,0,focal_loss_cagd_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.44555555555555554,0.875,3.521243595983833,0.00022684194846078753,0.9501039501039501,0.8565488565488566,0.0935550935550935,0.8984803714647531,0.970873786407767,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.17391304347826086,0.02912621359223301,0.7969607429295061,0.9702406078514141,0.83978539947145,400,12,12,57
df2,0,gaar_focal_loss_cagd_f1_threshold,ok,2407,299,2010,397,1541,385,481,255,73,69,0.01,1000,0.5049494949494949,0.8947368421052632,4.589342645020224,0.0002237290027551353,0.9480249480249481,0.8565488565488566,0.09147609147609148,0.9394962712818349,0.9514563106796117,0.927536231884058,0.7619047619047619,0.8366013071895425,0.07246376811594203,0.04854368932038835,0.8115652585055324,0.987195722527086,0.9288326758508004,392,20,5,64
df2,1,default,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.5,,0.6458275779732503,0.00023328495444729924,0.8752598752598753,0.8357588357588358,0.03950103950103945,0.676191825681718,0.972636815920398,0.379746835443038,0.7317073170731707,0.5,0.620253164556962,0.02736318407960199,0.4675456890066031,0.9141948485420996,0.6447698558677051,391,11,49,30
df2,1,gaar,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.5,,2.080272638006136,0.00016564299585297704,0.8814968814968815,0.8357588357588358,0.04573804573804574,0.8985924806348007,0.8731343283582089,0.9240506329113924,0.5887096774193549,0.7192118226600985,0.0759493670886076,0.12686567164179105,0.6752128811098232,0.9663391901253228,0.8188236873736241,351,51,6,73
df2,1,focal_loss,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.5,,0.6902259869966656,0.0002475070068612695,0.8357588357588358,0.8357588357588358,0.0,0.5355973298066629,0.9825870646766169,0.08860759493670886,0.5,0.15053763440860216,0.9113924050632911,0.017412935323383085,0.15691032864897167,0.8764720700295988,0.503287835230155,395,7,72,7
df2,1,f1_threshold,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.3564646464646465,0.6545454545454545,0.6214498319895938,0.00014649098739027977,0.8773388773388774,0.8357588357588358,0.04158004158004158,0.784227596196234,0.9228855721393034,0.6455696202531646,0.6219512195121951,0.6335403726708074,0.35443037974683544,0.07711442786069651,0.560053397184537,0.9141948485420996,0.6447698558677051,371,31,28,51
df2,1,gaar_focal_loss,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.5,,2.173321337031666,0.00016331503866240382,0.817047817047817,0.8357588357588358,-0.018711018711018768,0.8651205995339757,0.7935323383084577,0.9367088607594937,0.4713375796178344,0.6271186440677966,0.06329113924050633,0.2064676616915423,0.5769930372190891,0.9353863593425279,0.6906438923623779,319,83,5,74
df2,1,gaar_f1_threshold,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.6237373737373737,0.7563025210084033,2.240583690989297,0.00015220599016174674,0.918918918918919,0.8357588357588358,0.08316008316008316,0.8955538761886769,0.9303482587064676,0.8607594936708861,0.7083333333333334,0.7771428571428571,0.13924050632911392,0.06965174129353234,0.7333245615878002,0.9663391901253228,0.8188236873736241,374,28,11,68
df2,1,focal_loss_f1_threshold,ok,2407,299,2010,397,1541,385,481,262,56,79,0.01,1000,0.38616161616161615,0.5641025641025641,0.6758151500253007,0.00014239194570109248,0.7941787941787942,0.8357588357588358,-0.04158004158004158,0.8209270105170351,0.7810945273631841,0.8607594936708861,0.4358974358974359,0.5787234042553191,0.13924050632911392,0.21890547263681592,0.507994322848709,0.8764720700295988,0.503287835230155,314,88,11,68
